361,668
362,672
363,538
364,573
365,679
366,631
367,709
368,690
369,702
370,721
371,622
372,597
373,717
374,691
375,639
376,692
377,579
378,603
379,741
380,774
381,676
382,617
383,709
384,640
385,673
386,702
387,703
388,808
389,669
390,733
391,841
392,702
393,729
394,747
395,687
396,786
397,763
398,716
399,694
400,689
401,647
402,698
403,677
404,770
405,801
406,827
407,752
408,685
409,718
410,724
411,701
412,718
413,930
414,701
415,698
416,770
417,713
418,814
419,741
420,740
421,844
422,807
423,840
424,723
425,741
426,811
427,809
428,772
429,774
430,801
431,727
432,801
433,705
434,800
435,799
436,888
437,720
438,689
439,743
440,849
441,837
442,758
443,692
444,897
445,847
446,692
447,805
448,864
449,898
450,704
451,866
452,943
453,803
454,817
455,900
456,873
457,861
458,685
459,826
460,931
461,849
462,950
463,923
464,888
465,860
466,756
467,785
468,793
469,825
470,919
471,838
472,901
473,891
474,872
475,818
476,836
477,872
478,885
479,1055
480,938
481,900
482,957
483,975
484,918
485,1023
486,986
487,981
488,947
489,874
490,858
491,780
492,853
493,905
494,999
495,868
496,809
497,861
498,978
499,1004
500,868
501,923
502,914
503,968
504,850
505,850
506,991
507,922
508,999
509,1015
510,921
511,1026
512,922
513,879
514,961
515,1010
516,946
517,1019
518,969
519,902
520,1046
521,886
522,1073
523,979
524,1020
525,918
526,1003
527,1029
528,850
529,1054
530,831
531,1062
532,1026
533,912
534,861
535,941
536,1144
537,1016
538,900
539,1069
540,1102
541,1060
542,870
543,956
544,994
545,1117
546,1074
547,1183
548,1040
549,1106
550,902
551,1017
552,1147
553,1001
554,937
555,1113
556,1073
557,1115
558,1115
559,1028
560,991
561,1111
562,1047
563,1116
564,1087
565,991
566,983
567,1025
568,1050
569,1069
570,1075
571,1209
572,1060
573,1059
574,1093
575,1029
576,1097
577,1151
578,1146
579,1091
580,1046
581,1095
582,1052
583,1049
584,1041
585,1057
586,960
587,1041
588,1126
589,998
590,1043
591,1104
592,1006
593,1023
594,1010
595,1051
596,1253
597,1214
598,1162
599,974
600,1274
601,1152
602,986
603,1134
604,1128
605,1200
606,1106
607,1109
608,1104
609,1213
610,1070
611,1076
612,1374
613,1122
614,1311
615,1177
616,1211
617,1133
618,1136
619,1175
620,1196
621,1102
622,1196
623,1279
624,1199
625,1236
626,1165
627,1268
628,1157
629,1161
630,1229
631,1219
632,1065
633,1179
634,1115
635,1177
636,1188
637,1296
638,1167
639,1154
640,1179
641,1201
642,1017
643,1235
644,1013
645,1352
646,1256
647,1104
648,1134
649,1226
650,1143
651,1206
652,1134
653,1142
654,1087
655,1163
656,1270
657,1092
658,1365
659,1314
660,1183
661,1271
662,1294
663,1195
664,1234
665,1350
666,1202
667,1305
668,1217
669,1361
670,1105
671,1465
672,1414
673,1185
674,1380
675,1411
676,1234
677,1297
678,1284
679,1276
680,1417
681,957
682,1430
683,1497
684,1244
685,1116
686,1381
687,1269
688,1207
689,1297
690,1241
691,1354
692,1324
693,1281
694,1345
695,1347
696,1273
697,1137
698,1334
699,1398
700,1183
701,1289
702,1468
703,1486
704,1272
705,1528
706,1493
707,1232
708,1229
709,1440
710,1275
711,1215
712,1268
713,1616
714,1326
715,1330
716,1514
717,1383
718,1388
719,1589
720,1354
721,1378
722,1477
723,1448
724,1284
725,1382
726,1213
727,1384
728,1566
729,1592
730,1406
731,1220
732,1470
733,1237
734,1200
735,1293
736,1337
737,1344
738,1449
739,1361
740,1151
741,1263
742,1201
743,1609
744,1281
745,1515
746,1444
747,1469
748,1455
749,1358
750,1418
751,1558
752,1618
753,1388
754,1322
755,1520
756,1275
757,1426
758,1347
759,1516
760,1539
761,1384
762,1437
763,1305
764,1331
765,1376
766,1588
767,1428
768,1491
769,1400
770,1532
771,1456
772,1252
773,1530
774,1467
775,1351
776,1362
777,1551
778,1333
779,1512
780,1462
781,1350
782,1542
783,1567
784,1550
785,1564
786,1705
787,1377
788,1478
789,1434
790,1571
791,1359
792,1483
793,1480
794,1274
795,1511
796,1431
797,1553
798,1384
799,1483
800,1581
801,1302
802,1402
803,1526
804,1577
805,1719
806,1497
807,1457
808,1457
809,1438
810,1374
811,1751
812,1363
813,1494
814,1507
815,1409
816,1422
817,1432
818,1530
819,1422
820,1689
821,1548
822,1407
823,1487
824,1564
825,1355
826,1594
827,1629
828,1555
829,1530
830,1571
831,1507
832,1552
833,1515
834,1389
835,1355
836,1660
837,1473
838,1500
839,1584
840,1594
841,1537
842,1585
843,1400
844,1440
845,1398
846,1691
847,1781
848,1497
849,1448
850,1618
851,1595
852,1623
853,1540
854,1646
855,1557
856,1664
857,1593
858,1679
859,1431
860,1534
861,1632
862,1792
863,1572
864,1613
865,1688
866,1456
867,1714
868,1705
869,1439
870,1657
871,1609
872,1736
873,1538
874,1740
875,1629
876,1462
877,1701
878,1873
879,1639
880,1635
881,1698
882,1624
883,1459
884,1668
885,1785
886,1797
887,1492
888,1674
889,1562
890,1653
891,1523
892,1564
893,1600
894,1773
895,1684
896,1585
897,1683
898,1809
899,1686
900,1610
901,1767
902,1690
903,1735
904,1757
905,1764
906,1643
907,1514
908,1593
909,1664
910,1820
911,1894
912,1570
913,1757
914,1600
915,1853
916,1348
917,1751
918,1599
919,1561
920,1725
921,1956
922,1839
923,1760
924,1609
925,1713
926,1739
927,1691
928,1709
929,1475
930,1609
931,1771
932,1508
933,1817
934,2006
935,1678
936,1668
937,1918
938,1716
939,1673
940,1777
941,1862
942,1763
943,1636
944,1875
945,1634
946,1900
947,1713
948,1662
949,1788
950,1389
951,1861
952,1947
953,2008
954,1829
955,1720
956,1748
957,1674
958,1618
959,1501
960,1758
961,1643
962,1726
963,1786
964,1648
965,1678
966,1856
967,1814
968,1992
969,1716
970,1532
971,1931
972,1571
973,1794
974,1790
975,1924
976,2162
977,1750
978,1826
979,2013
980,1848
981,1843
982,1651
983,1697
984,1781
985,1778
986,1981
987,1677
988,2023
989,1971
990,1860
991,1844
992,1736
993,1647
994,1860
995,1756
996,1737
997,1902
998,1718
999,1683
1000,1851
